SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,21,0,328,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,22,0,183,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,23,0,150,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,24,0,200,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,25,0,172,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,26,0,206,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,27,0,217,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,28,0,211,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,29,0,194,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,06,30,0,200,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,01,0,183,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,02,0,194,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,03,0,233,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,04,0,200,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,05,0,217,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,06,0,211,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,07,0,272,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,08,0,311,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,09,0,283,167
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,10,0,244,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,11,0,250,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,12,0,233,161
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,13,0,217,156
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,14,0,211,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,15,0,200,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,16,0,189,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,17,0,178,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,18,0,178,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,19,0,189,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,20,0,178,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,21,0,178,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,22,0,211,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,23,0,200,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,24,0,189,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,25,0,200,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,26,0,250,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,27,0,183,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,28,0,172,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,29,0,206,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,30,0,200,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,07,31,0,189,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,01,0,194,133
